Philequity Fund,,Philequity PSE Index Fund,,Philequity Dividend Yield Fund,,Philequity Peso Bond Fund,,Philequity Dollar Income Fund,
Date, NAVPS ,Date, NAVPS ,Date, NAVPS ,Date, NAVPS ,Date, NAVPS 
1-Feb-11, 18.7773 ,1-Feb-11, 2.4968 ,,,25-Jan-11, 2.5372 ,3-Feb-11, 0.0460 
2-Feb-11, 19.0779 ,2-Feb-11, 2.5345 ,,,26-Jan-11, 2.5523 ,4-Feb-11, 0.0460 
3-Feb-11, 19.1078 ,3-Feb-11, 2.5290 ,,,27-Jan-11, 2.5558 ,7-Feb-11, 0.0460 
4-Feb-11, 19.0695 ,4-Feb-11, 2.5200 ,,,28-Jan-11, 2.5708 ,8-Feb-11, 0.0459 
7-Feb-11, 19.0955 ,7-Feb-11, 2.5239 ,,,31-Jan-11, 2.5715 ,9-Feb-11, 0.0460 
8-Feb-11, 19.1350 ,8-Feb-11, 2.5245 ,,,1-Feb-11, 2.5635 ,10-Feb-11, 0.0460 
9-Feb-11, 18.9662 ,9-Feb-11, 2.5039 ,,,2-Feb-11, 2.5647 ,11-Feb-11, 0.0460 
10-Feb-11, 18.4521 ,10-Feb-11, 2.4436 ,,,3-Feb-11, 2.5655 ,14-Feb-11, 0.0460 
11-Feb-11, 18.4709 ,11-Feb-11, 2.4521 ,,,4-Feb-11, 2.5661 ,15-Feb-11, 0.0460 
14-Feb-11, 18.6332 ,14-Feb-11, 2.4777 ,,,7-Feb-11, 2.5491 ,16-Feb-11, 0.0460 
15-Feb-11, 18.6536 ,15-Feb-11, 2.4737 ,,,8-Feb-11, 2.5598 ,17-Feb-11, 0.0460 
16-Feb-11, 18.7647 ,16-Feb-11, 2.4888 ,,,9-Feb-11, 2.5496 ,18-Feb-11, 0.0460 
17-Feb-11, 19.0077 ,17-Feb-11, 2.5192 ,,,10-Feb-11, 2.5497 ,21-Feb-11, 0.0461 
18-Feb-11, 18.9351 ,18-Feb-11, 2.5148 ,,,11-Feb-11, 2.5483 ,22-Feb-11, 0.0461 
21-Feb-11, 18.8405 ,21-Feb-11, 2.5070 ,,,14-Feb-11, 2.5263 ,23-Feb-11, 0.0461 
22-Feb-11, 18.5720 ,22-Feb-11, 2.4763 ,,,15-Feb-11, 2.5337 ,24-Feb-11, 0.0461 
23-Feb-11, 18.4420 ,23-Feb-11, 2.4601 ,,,16-Feb-11, 2.5395 ,25-Feb-11, 0.0460 
24-Feb-11, 18.3482 ,24-Feb-11, 2.4432 ,,,17-Feb-11, 2.5324 ,28-Feb-11, 0.0461 
25-Feb-11, 18.3777 ,25-Feb-11, 2.4550 ,,,18-Feb-11, 2.5430 ,1-Mar-11, 0.0461 
28-Feb-11, 18.5024 ,28-Feb-11, 2.4679 ,,,21-Feb-11, 2.5394 ,2-Mar-11, 0.0461 
1-Mar-11, 18.6270 ,1-Mar-11, 2.4767 ,,,22-Feb-11, 2.5615 ,3-Mar-11, 0.0462 
2-Mar-11, 18.5796 ,2-Mar-11, 2.4710 ,,,23-Feb-11, 2.5396 ,4-Mar-11, 0.0462 
3-Mar-11, 18.8282 ,3-Mar-11, 2.5038 ,,,24-Feb-11, 2.5343 ,7-Mar-11, 0.0462 
4-Mar-11, 19.0508 ,4-Mar-11, 2.5290 ,,,25-Feb-11, 2.5314 ,8-Mar-11, 0.0462 
7-Mar-11, 19.0823 ,7-Mar-11, 2.5322 ,,,28-Feb-11, 2.5325 ,9-Mar-11, 0.0462 
8-Mar-11, 19.1319 ,8-Mar-11, 2.5368 ,,,1-Mar-11, 2.5333 ,10-Mar-11, 0.0462 
9-Mar-11, 19.2615 ,9-Mar-11, 2.5546 ,,,2-Mar-11, 2.5384 ,11-Mar-11, 0.0462 
10-Mar-11, 19.3457 ,10-Mar-11, 2.5753 ,,,3-Mar-11, 2.5344 ,14-Mar-11, 0.0462 
11-Mar-11, 19.3115 ,11-Mar-11, 2.5778 ,,,4-Mar-11, 2.5346 ,15-Mar-11, 0.0462 
14-Mar-11, 19.3731 ,14-Mar-11, 2.5838 ,,,7-Mar-11, 2.5372 ,16-Mar-11, 0.0462 
15-Mar-11, 19.2316 ,15-Mar-11, 2.5717 ,,,8-Mar-11, 2.5522 ,17-Mar-11, 0.0462 
16-Mar-11, 19.2449 ,16-Mar-11, 2.5585 ,,,9-Mar-11, 2.5568 ,18-Mar-11, 0.0462 
17-Mar-11, 18.9968 ,17-Mar-11, 2.5218 ,,,10-Mar-11, 2.5460 ,21-Mar-11, 0.0463 
18-Mar-11, 19.1716 ,18-Mar-11, 2.5362 ,,,11-Mar-11, 2.5459 ,22-Mar-11, 0.0462 
21-Mar-11, 19.1801 ,21-Mar-11, 2.5395 ,,,14-Mar-11, 2.5476 ,23-Mar-11, 0.0462 
22-Mar-11, 19.2866 ,22-Mar-11, 2.5429 ,,,15-Mar-11, 2.5484 ,24-Mar-11, 0.0462 
23-Mar-11, 19.2628 ,23-Mar-11, 2.5439 ,,,16-Mar-11, 2.5503 ,25-Mar-11, 0.0462 
24-Mar-11, 19.1836 ,24-Mar-11, 2.5456 ,,,17-Mar-11, 2.5479 ,28-Mar-11, 0.0462 
25-Mar-11, 19.3350 ,25-Mar-11, 2.5647 ,,,18-Mar-11, 2.5500 ,29-Mar-11, 0.0462 
28-Mar-11, 19.5205 ,28-Mar-11, 2.5807 ,,,21-Mar-11, 2.5543 ,30-Mar-11, 0.0463 
29-Mar-11, 19.5065 ,29-Mar-11, 2.5732 ,,,22-Mar-11, 2.5579 ,31-Mar-11, 0.0462 
30-Mar-11, 19.7187 ,30-Mar-11, 2.6449 ,,,23-Mar-11, 2.5568 ,1-Apr-11, 0.0462 
31-Mar-11, 19.8908 ,31-Mar-11, 2.6690 ,,,24-Mar-11, 2.5622 ,4-Apr-11, 0.0462 
1-Apr-11, 20.1484 ,1-Apr-11, 2.7151 ,,,25-Mar-11, 2.5632 ,5-Apr-11, 0.0463 
4-Apr-11, 20.4687 ,4-Apr-11, 2.7601 ,,,28-Mar-11, 2.5707 ,6-Apr-11, 0.0463 
5-Apr-11, 20.3427 ,5-Apr-11, 2.7377 ,,,29-Mar-11, 2.5699 ,7-Apr-11, 0.0463 
6-Apr-11, 20.6019 ,6-Apr-11, 2.7615 ,,,30-Mar-11, 2.5680 ,8-Apr-11, 0.0463 
7-Apr-11, 20.6106 ,7-Apr-11, 2.7675 ,,,31-Mar-11, 2.5680 ,11-Apr-11, 0.0464 
8-Apr-11, 20.6975 ,8-Apr-11, 2.7774 ,,,1-Apr-11, 2.5694 ,12-Apr-11, 0.0463 
11-Apr-11, 20.7007 ,11-Apr-11, 2.7640 ,,,4-Apr-11, 2.5720 ,13-Apr-11, 0.0464 
12-Apr-11, 20.5527 ,12-Apr-11, 2.7472 ,,,5-Apr-11, 2.5757 ,14-Apr-11, 0.0463 
13-Apr-11, 20.5333 ,13-Apr-11, 2.7457 ,,,6-Apr-11, 2.5972 ,15-Apr-11, 0.0463 
14-Apr-11, 20.6780 ,14-Apr-11, 2.7675 ,,,7-Apr-11, 2.5986 ,18-Apr-11, 0.0463 
15-Apr-11, 20.7347 ,15-Apr-11, 2.7755 ,,,8-Apr-11, 2.5827 ,19-Apr-11, 0.0463 
18-Apr-11, 20.7887 ,18-Apr-11, 2.7841 ,,,11-Apr-11, 2.5876 ,20-Apr-11, 0.0463 
19-Apr-11, 20.6966 ,19-Apr-11, 2.7675 ,,,12-Apr-11, 2.5859 ,25-Apr-11, 0.0464 
20-Apr-11, 20.8607 ,20-Apr-11, 2.7835 ,,,13-Apr-11, 2.5854 ,26-Apr-11, 0.0464 
25-Apr-11, 21.0601 ,25-Apr-11, 2.8229 ,,,14-Apr-11, 2.5935 ,27-Apr-11, 0.0464 
26-Apr-11, 20.9367 ,26-Apr-11, 2.8142 ,,,15-Apr-11, 2.6014 ,28-Apr-11, 0.0464 
27-Apr-11, 21.0021 ,27-Apr-11, 2.8241 ,,,18-Apr-11, 2.6064 ,29-Apr-11, 0.0465 
28-Apr-11, 20.8554 ,28-Apr-11, 2.7992 ,,,19-Apr-11, 2.5833 ,2-May-11, 0.0465 
29-Apr-11, 21.0092 ,29-Apr-11, 2.8189 ,,,20-Apr-11, 2.6068 ,3-May-11, 0.0465 
2-May-11, 21.0937 ,2-May-11, 2.8220 ,,,25-Apr-11, 2.6055 ,4-May-11, 0.0465 
3-May-11, 21.0298 ,3-May-11, 2.8158 ,,,26-Apr-11, 2.6097 ,5-May-11, 0.0465 
4-May-11, 20.8818 ,4-May-11, 2.8006 ,,,27-Apr-11, 2.6123 ,6-May-11, 0.0465 
5-May-11, 20.5987 ,5-May-11, 2.7696 ,,,28-Apr-11, 2.6116 ,9-May-11, 0.0466 
6-May-11, 20.5126 ,6-May-11, 2.7487 ,,,29-Apr-11, 2.6165 ,10-May-11, 0.0466 
9-May-11, 20.6575 ,9-May-11, 2.7707 ,,,2-May-11, 2.6186 ,11-May-11, 0.0467 
10-May-11, 20.8350 ,10-May-11, 2.8003 ,,,3-May-11, 2.6137 ,12-May-11, 0.0467 
11-May-11, 20.9983 ,11-May-11, 2.8123 ,,,4-May-11, 2.6127 ,13-May-11, 0.0467 
12-May-11, 20.9796 ,12-May-11, 2.7972 ,,,5-May-11, 2.6073 ,16-May-11, 0.0467 
13-May-11, 20.8582 ,13-May-11, 2.7861 ,,,6-May-11, 2.6081 ,17-May-11, 0.0467 
16-May-11, 20.8894 ,16-May-11, 2.7940 ,,,9-May-11, 2.5992 ,18-May-11, 0.0467 
17-May-11, 20.7318 ,17-May-11, 2.7786 ,,,10-May-11, 2.5990 ,19-May-11, 0.0467 
18-May-11, 20.9340 ,18-May-11, 2.8049 ,,,11-May-11, 2.5898 ,20-May-11, 0.0467 
19-May-11, 20.9339 ,19-May-11, 2.8013 ,,,12-May-11, 2.6069 ,23-May-11, 0.0467 
20-May-11, 20.8670 ,20-May-11, 2.7918 ,,,13-May-11, 2.6024 ,24-May-11, 0.0468 
23-May-11, 20.7497 ,23-May-11, 2.7820 ,,,16-May-11, 2.6032 ,25-May-11, 0.0468 
24-May-11, 20.5194 ,24-May-11, 2.7654 ,,,17-May-11, 2.6069 ,26-May-11, 0.0468 
25-May-11, 20.3717 ,25-May-11, 2.7443 ,,,18-May-11, 2.5948 ,27-May-11, 0.0468 
26-May-11, 20.5333 ,26-May-11, 2.7769 ,,,19-May-11, 2.6063 ,30-May-11, 0.0468 
27-May-11, 20.7452 ,27-May-11, 2.8047 ,,,20-May-11, 2.5996 ,31-May-11, 0.0468 
30-May-11, 20.8329 ,30-May-11, 2.8196 ,,,23-May-11, 2.6020 ,1-Jun-11, 0.0469 
31-May-11, 20.7756 ,31-May-11, 2.7840 ,,,24-May-11, 2.6002 ,2-Jun-11, 0.0469 
1-Jun-11, 20.9154 ,1-Jun-11, 2.8091 ,,,25-May-11, 2.6035 ,3-Jun-11, 0.0470 
2-Jun-11, 21.0635 ,2-Jun-11, 2.8346 ,,,26-May-11, 2.6051 ,6-Jun-11, 0.0470 
3-Jun-11, 20.9259 ,3-Jun-11, 2.8207 ,,,27-May-11, 2.6052 ,7-Jun-11, 0.0470 
6-Jun-11, 20.7513 ,6-Jun-11, 2.7969 ,,,30-May-11, 2.6046 ,8-Jun-11, 0.0470 
7-Jun-11, 20.7056 ,7-Jun-11, 2.7848 ,,,31-May-11, 2.5985 ,9-Jun-11, 0.0470 
8-Jun-11, 20.7770 ,8-Jun-11, 2.7970 ,,,1-Jun-11, 2.5993 ,10-Jun-11, 0.0470 
9-Jun-11, 20.6216 ,9-Jun-11, 2.7768 ,,,2-Jun-11, 2.5990 ,13-Jun-11, 0.0470 
10-Jun-11, 20.6100 ,10-Jun-11, 2.7748 ,,,3-Jun-11, 2.5959 ,14-Jun-11, 0.0470 
13-Jun-11, 20.3149 ,13-Jun-11, 2.7493 ,,,6-Jun-11, 2.5953 ,15-Jun-11, 0.0470 
14-Jun-11, 20.1073 ,14-Jun-11, 2.7319 ,,,7-Jun-11, 2.5992 ,16-Jun-11, 0.0470 
15-Jun-11, 20.3731 ,15-Jun-11, 2.7668 ,,,8-Jun-11, 2.6086 ,17-Jun-11, 0.0470 
16-Jun-11, 20.3488 ,16-Jun-11, 2.7489 ,,,9-Jun-11, 2.6144 ,21-Jun-11, 0.0471 
17-Jun-11, 20.3765 ,17-Jun-11, 2.7346 ,,,10-Jun-11, 2.6115 ,22-Jun-11, 0.0470 
21-Jun-11, 20.5077 ,21-Jun-11, 2.7705 ,,,13-Jun-11, 2.6081 ,23-Jun-11, 0.0470 
22-Jun-11, 20.6493 ,22-Jun-11, 2.7890 ,,,14-Jun-11, 2.6039 ,24-Jun-11, 0.0470 
23-Jun-11, 20.6481 ,23-Jun-11, 2.7885 ,,,15-Jun-11, 2.6036 ,27-Jun-11, 0.0470 
24-Jun-11, 20.8774 ,24-Jun-11, 2.8221 ,,,16-Jun-11, 2.6073 ,28-Jun-11, 0.0470 
27-Jun-11, 20.8406 ,27-Jun-11, 2.8214 ,,,17-Jun-11, 2.6135 ,29-Jun-11, 0.0471 
28-Jun-11, 20.8271 ,28-Jun-11, 2.8204 ,,,21-Jun-11, 2.6164 ,30-Jun-11, 0.0471 
29-Jun-11, 20.6931 ,29-Jun-11, 2.7967 ,,,22-Jun-11, 2.6114 ,1-Jul-11, 0.0471 
30-Jun-11, 20.9011 ,30-Jun-11, 2.8229 ,,,23-Jun-11, 2.6151 ,4-Jul-11, 0.0471 
1-Jul-11, 21.1303 ,1-Jul-11, 2.8578 ,,,24-Jun-11, 2.6248 ,5-Jul-11, 0.0471 
4-Jul-11, 21.4336 ,4-Jul-11, 2.9017 ,,,27-Jun-11, 2.6271 ,6-Jul-11, 0.0471 
5-Jul-11, 21.4730 ,5-Jul-11, 2.9061 ,,,28-Jun-11, 2.6234 ,7-Jul-11, 0.0471 
6-Jul-11, 21.3600 ,6-Jul-11, 2.8856 ,,,29-Jun-11, 2.6321 ,8-Jul-11, 0.0471 
7-Jul-11, 21.3384 ,7-Jul-11, 2.8754 ,,,30-Jun-11, 2.6301 ,11-Jul-11, 0.0471 
8-Jul-11, 21.4249 ,8-Jul-11, 2.8894 ,,,1-Jul-11, 2.6333 ,12-Jul-11, 0.0472 
11-Jul-11, 21.3743 ,11-Jul-11, 2.8794 ,,,4-Jul-11, 2.6445 ,13-Jul-11, 0.0472 
12-Jul-11, 21.2823 ,12-Jul-11, 2.8638 ,,,5-Jul-11, 2.6401 ,14-Jul-11, 0.0472 
13-Jul-11, 21.5422 ,13-Jul-11, 2.8933 ,,,6-Jul-11, 2.6405 ,15-Jul-11, 0.0472 
14-Jul-11, 21.6346 ,14-Jul-11, 2.9057 ,,,7-Jul-11, 2.6419 ,18-Jul-11, 0.0473 
15-Jul-11, 21.7733 ,15-Jul-11, 2.9235 ,,,8-Jul-11, 2.6463 ,19-Jul-11, 0.0472 
18-Jul-11, 21.8570 ,18-Jul-11, 2.9333 ,,,11-Jul-11, 2.6448 ,20-Jul-11, 0.0472 
19-Jul-11, 21.9878 ,19-Jul-11, 2.9428 ,,,12-Jul-11, 2.6449 ,21-Jul-11, 0.0472 
20-Jul-11, 22.1272 ,20-Jul-11, 2.9545 ,,,13-Jul-11, 2.6380 ,22-Jul-11, 0.0473 
21-Jul-11, 21.9525 ,21-Jul-11, 2.9363 ,,,14-Jul-11, 2.6402 ,25-Jul-11, 0.0473 
22-Jul-11, 21.9150 ,22-Jul-11, 2.9329 ,,,15-Jul-11, 2.6452 ,26-Jul-11, 0.0474 
25-Jul-11, 21.9039 ,25-Jul-11, 2.9323 ,,,18-Jul-11, 2.6458 ,27-Jul-11, 0.0474 
26-Jul-11, 21.8737 ,26-Jul-11, 2.9226 ,,,19-Jul-11, 2.6451 ,28-Jul-11, 0.0474 
27-Jul-11, 21.9313 ,27-Jul-11, 2.9349 ,,,20-Jul-11, 2.6482 ,29-Jul-11, 0.0475 
28-Jul-11, 21.9088 ,28-Jul-11, 2.9356 ,,,21-Jul-11, 2.6553 ,1-Aug-11, 0.0476 
29-Jul-11, 21.9834 ,29-Jul-11, 2.9503 ,,,22-Jul-11, 2.6612 ,2-Aug-11, 0.0478 
1-Aug-11, 22.2426 ,1-Aug-11, 2.9770 ,,,25-Jul-11, 2.6554 ,3-Aug-11, 0.0479 
2-Aug-11, 22.2276 ,2-Aug-11, 2.9696 ,,,26-Jul-11, 2.6530 ,4-Aug-11, 0.0479 
3-Aug-11, 21.9655 ,3-Aug-11, 2.9420 ,,,27-Jul-11, 2.6600 ,5-Aug-11, 0.0480 
4-Aug-11, 22.0818 ,4-Aug-11, 2.9462 ,,,28-Jul-11, 2.6638 ,8-Aug-11, 0.0479 
5-Aug-11, 21.6441 ,5-Aug-11, 2.9113 ,,,29-Jul-11, 2.6607 ,9-Aug-11, 0.0478 
8-Aug-11, 21.1667 ,8-Aug-11, 2.8518 ,,,1-Aug-11, 2.6644 ,10-Aug-11, 0.0475 
9-Aug-11, 20.3630 ,9-Aug-11, 2.7537 ,,,2-Aug-11, 2.6729 ,11-Aug-11, 0.0476 
10-Aug-11, 21.0264 ,10-Aug-11, 2.8363 ,,,3-Aug-11, 2.6737 ,12-Aug-11, 0.0475 
11-Aug-11, 21.1485 ,11-Aug-11, 2.8501 ,,,4-Aug-11, 2.6744 ,15-Aug-11, 0.0475 
12-Aug-11, 21.2720 ,12-Aug-11, 2.8519 ,,,5-Aug-11, 2.6692 ,16-Aug-11, 0.0475 
15-Aug-11, 21.3477 ,15-Aug-11, 2.8563 ,,,8-Aug-11, 2.6735 ,17-Aug-11, 0.0476 
16-Aug-11, 21.5188 ,16-Aug-11, 2.8807 ,,,9-Aug-11, 2.6684 ,18-Aug-11, 0.0477 
17-Aug-11, 21.2994 ,17-Aug-11, 2.8645 ,,,10-Aug-11, 2.6713 ,19-Aug-11, 0.0478 
18-Aug-11, 21.5456 ,18-Aug-11, 2.9004 ,,,11-Aug-11, 2.6735 ,22-Aug-11, 0.0478 
19-Aug-11, 21.2173 ,19-Aug-11, 2.8663 ,,,12-Aug-11, 2.6780 ,23-Aug-11, 0.0478 
22-Aug-11, 21.0669 ,22-Aug-11, 2.8377 ,,,15-Aug-11, 2.6804 ,24-Aug-11, 0.0477 
23-Aug-11, 21.3548 ,23-Aug-11, 2.8920 ,,,16-Aug-11, 2.6872 ,25-Aug-11, 0.0476 
24-Aug-11, 21.4345 ,24-Aug-11, 2.8868 ,,,17-Aug-11, 2.6906 ,26-Aug-11, 0.0476 
25-Aug-11, 21.2715 ,25-Aug-11, 2.8718 ,,,18-Aug-11, 2.6964 ,31-Aug-11, 0.0476 
26-Aug-11, 21.0952 ,26-Aug-11, 2.8502 ,,,19-Aug-11, 2.6958 ,1-Sep-11, 0.0478 
31-Aug-11, 21.3669 ,31-Aug-11, 2.8784 ,,,22-Aug-11, 2.6998 ,2-Sep-11, 0.0479 
1-Sep-11, 21.3890 ,1-Sep-11, 2.8868 ,,,23-Aug-11, 2.6978 ,5-Sep-11, 0.0479 
2-Sep-11, 21.4432 ,2-Sep-11, 2.9017 ,,,24-Aug-11, 2.6973 ,6-Sep-11, 0.0479 
5-Sep-11, 21.4226 ,5-Sep-11, 2.9005 ,,,25-Aug-11, 2.7006 ,7-Sep-11, 0.0479 
6-Sep-11, 20.9946 ,6-Sep-11, 2.8576 ,,,26-Aug-11, 2.6997 ,8-Sep-11, 0.0479 
7-Sep-11, 20.9690 ,7-Sep-11, 2.8645 ,,,31-Aug-11, 2.7017 ,9-Sep-11, 0.0479 
8-Sep-11, 21.1635 ,8-Sep-11, 2.8855 ,,,1-Sep-11, 2.7063 ,12-Sep-11, 0.0479 
9-Sep-11, 21.1828 ,9-Sep-11, 2.8771 ,,,2-Sep-11, 2.7069 ,13-Sep-11, 0.0477 
12-Sep-11, 20.9301 ,12-Sep-11, 2.8490 ,,,5-Sep-11, 2.7092 ,14-Sep-11, 0.0477 
13-Sep-11, 20.9333 ,13-Sep-11, 2.8529 ,,,6-Sep-11, 2.7212 ,15-Sep-11, 0.0474 
14-Sep-11, 20.7046 ,14-Sep-11, 2.8305 ,,,7-Sep-11, 2.7132 ,16-Sep-11, 0.0473 
15-Sep-11, 20.8652 ,15-Sep-11, 2.8514 ,,,8-Sep-11, 2.7142 ,19-Sep-11, 0.0473 
16-Sep-11, 20.9736 ,16-Sep-11, 2.8421 ,,,9-Sep-11, 2.7123 ,20-Sep-11, 0.0471 
19-Sep-11, 21.0029 ,19-Sep-11, 2.8560 ,,,12-Sep-11, 2.7206 ,21-Sep-11, 0.0469 
20-Sep-11, 20.5714 ,20-Sep-11, 2.8051 ,,,13-Sep-11, 2.7203 ,22-Sep-11, 0.0471 
21-Sep-11, 20.5102 ,21-Sep-11, 2.7966 ,,,14-Sep-11, 2.7217 ,23-Sep-11, 0.0467 
22-Sep-11, 20.0064 ,22-Sep-11, 2.7353 ,,,15-Sep-11, 2.7104 ,26-Sep-11, 0.0466 
23-Sep-11, 18.9778 ,23-Sep-11, 2.6231 ,,,16-Sep-11, 2.7001 ,28-Sep-11, 0.0462 
26-Sep-11, 18.1394 ,26-Sep-11, 2.5332 ,,,19-Sep-11, 2.6878 ,29-Sep-11, 0.0464 
28-Sep-11, 18.8535 ,28-Sep-11, 2.6237 ,,,20-Sep-11, 2.6688 ,30-Sep-11, 0.0463 
29-Sep-11, 18.8966 ,29-Sep-11, 2.6207 ,,,21-Sep-11, 2.6857 ,3-Oct-11, 0.0464 
30-Sep-11, 19.4642 ,30-Sep-11, 2.6943 ,,,22-Sep-11, 2.6922 ,4-Oct-11, 0.0463 
3-Oct-11, 18.8421 ,3-Oct-11, 2.6162 ,,,23-Sep-11, 2.6573 ,5-Oct-11, 0.0461 
4-Oct-11, 18.7387 ,4-Oct-11, 2.6186 ,,,26-Sep-11, 2.6827 ,6-Oct-11, 0.0461 
5-Oct-11, 18.7639 ,5-Oct-11, 2.6112 ,,,28-Sep-11, 2.6756 ,7-Oct-11, 0.0462 
6-Oct-11, 19.0699 ,6-Oct-11, 2.6493 ,,,29-Sep-11, 2.6860 ,10-Oct-11, 0.0465 
7-Oct-11, 19.5717 ,7-Oct-11, 2.7170 ,,,30-Sep-11, 2.6954 ,11-Oct-11, 0.0467 
10-Oct-11, 19.7913 ,10-Oct-11, 2.7338 ,,,3-Oct-11, 2.6890 ,12-Oct-11, 0.0469 
11-Oct-11, 20.0116 ,11-Oct-11, 2.7747 ,,,4-Oct-11, 2.6791 ,13-Oct-11, 0.0470 
12-Oct-11, 20.1359 ,12-Oct-11, 2.7708 ,,,5-Oct-11, 2.6879 ,14-Oct-11, 0.0470 
13-Oct-11, 20.1807 ,13-Oct-11, 2.7784 ,,,6-Oct-11, 2.6880 ,17-Oct-11, 0.0471 
14-Oct-11, 20.2379 ,14-Oct-11, 2.7894 ,,,7-Oct-11, 2.6938 ,18-Oct-11, 0.0473 
17-Oct-11, 20.5805 ,17-Oct-11, 2.8258 ,,,10-Oct-11, 2.6882 ,19-Oct-11, 0.0471 
18-Oct-11, 20.3003 ,18-Oct-11, 2.7918 ,,,11-Oct-11, 2.7048 ,20-Oct-11, 0.0471 
19-Oct-11, 20.4766 ,19-Oct-11, 2.8130 ,,,12-Oct-11, 2.7076 ,21-Oct-11, 0.0472 
20-Oct-11, 20.3303 ,20-Oct-11, 2.7991 ,,,13-Oct-11, 2.7043 ,24-Oct-11, 0.0473 
21-Oct-11, 20.3227 ,21-Oct-11, 2.7969 ,,,14-Oct-11, 2.7023 ,25-Oct-11, 0.0473 
24-Oct-11, 20.4931 ,24-Oct-11, 2.8175 ,,,17-Oct-11, 2.6996 ,26-Oct-11, 0.0475 
25-Oct-11, 20.6442 ,25-Oct-11, 2.8421 ,,,18-Oct-11, 2.6968 ,27-Oct-11, 0.0476 
26-Oct-11, 20.5267 ,26-Oct-11, 2.8315 ,,,19-Oct-11, 2.7049 ,28-Oct-11, 0.0478 
27-Oct-11, 20.7470 ,27-Oct-11, 2.8575 ,,,20-Oct-11, 2.7084 ,2-Nov-11, 0.0479 
28-Oct-11, 20.9970 ,28-Oct-11, 2.8967 ,,,21-Oct-11, 2.7034 ,3-Nov-11, 0.0477 
2-Nov-11, 20.6734 ,2-Nov-11, 2.8527 ,,,24-Oct-11, 2.7036 ,4-Nov-11, 0.0478 
3-Nov-11, 20.4113 ,3-Nov-11, 2.8229 ,,,25-Oct-11, 2.7066 ,8-Nov-11, 0.0479 
4-Nov-11, 20.6723 ,4-Nov-11, 2.8603 ,,,26-Oct-11, 2.7119 ,9-Nov-11, 0.0479 
8-Nov-11, 20.8930 ,8-Nov-11, 2.8855 ,,,27-Oct-11, 2.7214 ,10-Nov-11, 0.0480 
9-Nov-11, 21.0153 ,9-Nov-11, 2.9043 ,,,28-Oct-11, 2.7312 ,11-Nov-11, 0.0480 
10-Nov-11, 20.7581 ,10-Nov-11, 2.8671 ,,,2-Nov-11, 2.7162 ,14-Nov-11, 0.0481 
11-Nov-11, 20.8963 ,11-Nov-11, 2.8833 ,,,3-Nov-11, 2.7190 ,15-Nov-11, 0.0481 
14-Nov-11, 21.0726 ,14-Nov-11, 2.9084 ,,,4-Nov-11, 2.7212 ,16-Nov-11, 0.0481 
15-Nov-11, 21.1008 ,15-Nov-11, 2.9096 ,,,8-Nov-11, 2.7283 ,17-Nov-11, 0.0481 
16-Nov-11, 21.0517 ,16-Nov-11, 2.8966 ,,,9-Nov-11, 2.7278 ,18-Nov-11, 0.0481 
17-Nov-11, 21.1253 ,17-Nov-11, 2.8925 ,,,10-Nov-11, 2.7199 ,21-Nov-11, 0.0482 
18-Nov-11, 21.0748 ,18-Nov-11, 2.8757 ,,,11-Nov-11, 2.7297 ,22-Nov-11, 0.0481 
21-Nov-11, 21.0523 ,21-Nov-11, 2.8731 ,,,14-Nov-11, 2.7353 ,23-Nov-11, 0.0481 
22-Nov-11, 21.1155 ,22-Nov-11, 2.8691 ,,,15-Nov-11, 2.7313 ,24-Nov-11, 0.0480 
23-Nov-11, 21.0356 ,23-Nov-11, 2.8586 ,,,16-Nov-11, 2.7293 ,25-Nov-11, 0.0480 
24-Nov-11, 20.7981 ,24-Nov-11, 2.8415 ,,,17-Nov-11, 2.7299 ,28-Nov-11, 0.0480 
25-Nov-11, 20.8992 ,25-Nov-11, 2.8576 ,,,18-Nov-11, 2.7297 ,29-Nov-11, 0.0480 
28-Nov-11, 20.8029 ,28-Nov-11, 2.8373 ,,,21-Nov-11, 2.7318 ,1-Dec-11, 0.0481 
29-Nov-11, 20.7268 ,29-Nov-11, 2.8279 ,,,22-Nov-11, 2.7334 ,2-Dec-11, 0.0483 
1-Dec-11, 21.0397 ,1-Dec-11, 2.8711 ,,,23-Nov-11, 2.7328 ,5-Dec-11, 0.0483 
2-Dec-11, 21.1485 ,2-Dec-11, 2.8721 ,,,24-Nov-11, 2.7372 ,6-Dec-11, 0.0484 
5-Dec-11, 21.2124 ,5-Dec-11, 2.8728 ,,,25-Nov-11, 2.7387 ,7-Dec-11, 0.0484 
6-Dec-11, 21.1025 ,6-Dec-11, 2.8679 ,,,28-Nov-11, 2.7398 ,8-Dec-11, 0.0484 
7-Dec-11, 21.2658 ,7-Dec-11, 2.8853 ,,,29-Nov-11, 2.7466 ,9-Dec-11, 0.0484 
8-Dec-11, 21.3048 ,8-Dec-11, 2.8868 ,,,1-Dec-11, 2.7559 ,12-Dec-11, 0.0484 
9-Dec-11, 21.2554 ,9-Dec-11, 2.8756 ,,,2-Dec-11, 2.7497 ,13-Dec-11, 0.0484 
12-Dec-11, 21.1984 ,12-Dec-11, 2.8670 ,,,5-Dec-11, 2.7528 ,14-Dec-11, 0.0483 
13-Dec-11, 21.2438 ,13-Dec-11, 2.8716 ,,,6-Dec-11, 2.7622 ,15-Dec-11, 0.0483 
